,friend,line
107,Chandler," (choking up) Oh my God that’s it, that’s the ring! How much
is it?"
108,Phoebe," Chandler, I-I will handle this! (To the jeweler) How much is it?"
110,Phoebe, We will give you $10.
112,Chandler," Yes! Yes, but I can only pay $8,000."
114,Phoebe, We stand firm at $10.
116,Chandler," Uh, credit card. (Reaches for it then realizes) Oh no! No-no, but I
left my credit card with Joey. (To Phoebe) Okay, I’ll go get it. You guard the ring."
117,Phoebe," Okay. (To the jeweler) Listen, I’m sorry about before. Do you have
anything her for $10."
119,Phoebe, I’ll give you $1 for them.
121,Ross," Hey, remember how Chandler and Phoebe blew us off yesterday?"
122,Joey, No.
123,Ross, Remember? You-you were eating pizza.
124,Joey, Yeah.
125,Ross," Okay. Well, apparently Chandler’s angry at us for not getting him a
ticket to that Knicks game a couple of weeks ago."
126,Joey," Oh, we’re supposed to just get him a ticket?! That guy is always
mooching off of us!"
127,Ross," Yeah! Anyway, I-I still think we should try to patch things up,
y’know? Like uh, maybe we could get him to get tickets to another Knicks game and
invite him."
128,Joey, Oh wow that’s a great idea! And I still have his credit card.
130,Ross, Oh. (Starts to get his money) 
131,Joey," Hey-hey-hey-ho-ho, I got this one. Here you go. (Hands Gunther
Chandler’s card.) Y’know I gotta tell ya, sometimes I just—I don’t get
Chandler. Y’know, me and him do stuff all the time without you and you don’t get
all upset."
132,Ross, All the time?
133,Joey, All the time!
135,Rachel, Oh my God! Oh my God!!
136,Monica, Still crying?
137,Rachel," Like a little girl. I know. I know. I know. This is all my fault;
I wanted him to open up. But God, I didn’t know that I was gonna unleash this-this
weepy, clingy, moist monster!"
138,Monica," Y’know, I only know of two surefire ways to shut a man up. And one
of them is sex."
139,Rachel, What’s the other one?
140,Monica," I don’t know, I’ve never had to use the other one. I’m
just saying y’know, if we’re having sex, he’s not gonna be talking."
141,Rachel," Oh that’s right. You’re the talker. (They both reflect on that
briefly) Anyway uh, great idea! Umm, I gotta go to the store; I told him that I would buy
him some more tissues."
142,Monica," Oh, we have some…"
143,Rachel, No you don’t!
145,Phoebe," Okay umm, I’d also like to try on the tiara. (The male jeweler
hands it to her.) Oh yeah. Okay. (Puts it on.) (To the jeweler) What do you think, too
much?"
147,Phoebe," Okay. Then, take the tiara back and let me hold the musket again. (He
hands it to her and Phoebe poses in front of one of those small mirrors.) Something’s
missing. It’s not… Okay oh, let me see the ring my friend picked out."
150,Phoebe," Oh my God!! (She runs after him, but sets of the security system, which
locks the store’s door and brings down a set of bars behind her, caging her in.) No!
What?! Help me! Let me out! Now! (Points the musket at them.)"
154,Chandler, No. How are ya Paul? (Starts to look for his credit card.)
156,Chandler," No, did he hug you?!"
158,Chandler," Well, you can see my dad in Vegas kissing other dads."
160,Chandler, Yeah?
162,Chandler, I’m a little busy here Paul.
164,Chandler," Okay, a quick one. Come on hug it out. (Paul rushes over and hugs
Chandler tightly.) Oh hey! There you go. (The hug continues.) Okay. (The hug continues.)"
166,Chandler, Okay! (Pushes him away.)
167,Joey, (entering) Hey!
169,Joey," Whoa-whoa-hey-hey! (Motions to Chandler, ""What’s going
on?"") Hi, Paul is it? (Paul nods yes and still hugging Joey.)"
170,Chandler, Do you have my credit card?
171,Joey," Yes, it’s in my… In…in my pocket. (Paul hasn’t dropped
him yet.) (Chandler starts to reach for his front pocket.) My back pocket! My back pocket!"
172,Chandler, Thank God! (Grabs his card.)
173,Joey, Oh hey listen I got us tickets to a Knicks game tonight.
174,Chandler," Oh, I can’t go."
175,Joey," Come on! It’ll be fun! Me, you, and Ross, and… Paul
probably…"
177,Phoebe," Chandler, I found the perfect ring. (Holding it out for her.)"
178,Chandler," Oh, that’s uh, that’s pretty nice but I’m gonna go with
the one I picked first."
179,Phoebe," Oh my God Chandler, the one you picked is gone. It’s over!"
180,Chandler, What?
181,Phoebe," Some guy bought it. I’m sorry. I tired to stop it but they (points
to the jeweler) put me in jail!"
182,Chandler, They put you in jail?
183,Phoebe, The little jail between the doors!
184,Chandler," Phoebe, I asked you to guard the ring!"
185,Phoebe," I know, I’m sorry! But y’know, this ring is better! Monica
never even saw the other ring."
186,Chandler, Yeah but when he proposed to me with the ring I got goose bumps.
187,Phoebe, Maybe it was the guy.
188,Chandler, It was the ring!
190,Ross," Hey! So uh, was he excited about the tickets?"
191,Joey, No! He blew us off!
192,Ross, What?!
193,Joey, I know!
194,Ross," I can’t believe it. (Pause) Can I tell you something? I’m a
little mad at him now."
195,Joey, Can I tell you something? Me too.
196,Ross," Y’know what? He didn’t want to talk to us about being angry,
well maybe we don’t talk to him at all!"
197,Joey, Ooooh! Freeze him out.
198,Ross, That’s right!
199,Joey, I like it!
200,Ross, Eh? We’ll show him!
201,Joey," From now on, it’s gonna be Joey and Ross, best friends. (They shake
hands.) Okay! We’re gonna be the new Joey and Chandler."
203,Rachel, Hi. I’m back.
205,Rachel," Ah that’s great. No actually that’s… (In a sexy voice)
That’s great! That’s really great! Y’know, I gotta tell ya writing, I mean
writing, gets me uh, gets me kinda hot."
207,Rachel, A lover?
209,Rachel, Oh yeah surfer?
211,Rachel," Okay, hold on real quick, hold on a second let me just uh, (sits on the
counter and buttons her sweater to show some cleavage) get a little more comfortable here.
Wait, now wait a second, this isn’t too revealing is it?"
213,Rachel," I don’t care about the little dude! I can’t! I cannot listen
to anymore of this! Y’know, the only person who would want to listen to this is a
mental health professional! And then it’s only because they get paid $100 an hour! Do
you know how much money I could’ve made listening to you? $2,000! And do you know
when I figured that out? While you were talking!"
215,Rachel," Oh… I’m sorry. I… I-I don’t mean—I didn’t
mean to stifle you. I… This is all just a little overwhelming."
217,Rachel," I’m so glad, I’m so glad you shared. (Feeling his shoulder.)
And I’m glad that you’re done. What do you say we umm… (Nods in the
direction of the bedroom.)"
222,Phoebe, (entering from her room) Hey.
223,Chandler," I can’t believe I let you talk me into buying this stupid gumball
machine looking ring!"
224,Phoebe," It’s not a stupid gumball machine looking ring! It’s a
beautiful ring!"
225,Chandler," No, it’s not! When I looked at the other ring I could see
Monica’s face when I gave it to her, y’know? And I could see her saying yes.
When I look at this ring, all I see is a ring! Unless I look at it really closely and then
I can see my own eye. (Does so and laughs.) Look, this is the most important thing
I’m gonna do in my life. I wanna make sure it’s perfect."
226,Phoebe," Okay. There may be a way that we can get the other ring back.
‘Cause I heard the guy tell the jeweler where he was going to propose. So maybe we
can get him to trade rings or something."
227,Chandler, I can’t do that.
228,Phoebe, Well you certainly can’t give her that stupid gumball ring.
230,Phoebe, There he is! (Points.)
231,Chandler," Okay and he hasn’t proposed yet because she has no ring on her
finger."
232,Phoebe," Wow! You’re good! After this, we should solve crimes."
233,Chandler," Yeah! Okay, go, go, go get him."
234,Phoebe," Oh, okay. (Walks over to him.) Excuse me sir? Could you come with me
please? You have a phone call."
236,Phoebe, It is your office.
238,Phoebe, John?
241,Phoebe, (To Chandler) Here he is.
242,Chandler," (to him) Hi! Hi. Okay, there was a slight mix-up at the jewelry store,
the ring you’re about to propose with was supposed to be held for me. So, I’m
gonna need to have that back. (The guy isn’t sure.) But, in exchange I’m willing
to trade you this beautiful, more expensive ring. (Looking at the ring.) Ew."
243,Phoebe, Wow! I would trade.
245,Chandler," No-no! This is my fiancee (Phoebe) and her heart was set on that ring.
You don’t want to break her heart now do you?"
246,Phoebe," Yeah, do you want to break a dying woman’s heart?"
249,Chandler," Yeah, she’s dying… Of a cough apparently."
250,Phoebe," Yes, and it is my dying wish to have that ring. See, if I’m not
buried with that ring then my spirit is going to wander the nether world for all
eternity…"
251,Chandler," (interrupting her) Okay, that’s enough honey!"
253,Chandler," Great! Okay, here. (Holds the ring up for him.)"
255,Chandler," Thank you. Thank you. Thank you! (To his girlfriend) And you
are about to marry a wonderful man! (She stunned and he’s horrified.) Hey! I’m
marrying a dead woman!"
257,Chandler," Guys? (They ignore him.) I’ve got something important to tell ya.
(Still nothing so he walks over and stands in front of the TV.) Guys? (They lean over to
try and watch the TV, Chandler mimics them.) Guys?! (Pause) I’m gonna ask Monica to
marry me."
258,Joey, (To Ross) I think we gotta end the freeze out.
259,Ross," Wait a minute, is this, is this for real?"
260,Chandler," Yeah, check out the ring. (Shows it to them.)"
261,Joey, Oh my God!!
262,Ross, So you two are really serious?!
263,Chandler," Yep, pretty much."
264,Ross," You-you’re gonna get married?! I mean… We’re gonna be
brothers-in-law! (They hug.)"
265,Joey," And-and-and-and-and-and, and we’re gonna be friends again! "
266,Chandler, (goes to hug him and stops short) Heyyyy—What?
267,Joey," Oh it’s water under the bridge, forget it!"
268,Chandler," Okay! (They hug.) I was gonna wait ‘til uh, it was official
y’know? But I got so excited I just had to tell you guys because you’re my best
friends."
269,Joey, I think I’m gonna cry!
270,Rachel," (who has just entered) Ugh! No more crying! Please! I just dumped one
cry baby, I’ll dump you too!"
272,Chandler, I’m gonna ask Monica to marry me.
273,Rachel," Oh my God! Oh my God! Oh Chandler!! (Hugs him.) You guys are gonna be so
happy!"
274,Chandler, I know.
275,Joey," (holding an empty tissue box) Where’s all the tissues?! (Throws the
box down in disgust.)"
278,Chandler, Check out the ring.
279,Rachel, (gasps) Nice! One and a half carat easy.
280,Phoebe, (entering) Hi.
281,Ross, Hey-hey Pheebs!
282,Phoebe, What?
283,Ross, Chandler’s gonna ask Monica to marry him!
284,Phoebe," Oh I know, I helped pick out the ring."
286,Ross, You told her before you told us?
287,Chandler," Well, she walked in when I was looking at the ring brochures. You can
understand that, right? (Ross and Joey look at each other and go back to watching the game
on TV.) Guys? Guys? (Walks in front of them again.)"
0,Ross, God that is the most beautiful engagement ring ever!
1,Rachel," Yeah? Well, you should know. You’ve bought like a billion of
‘em."
2,Ross," Yeah, you didn’t get one."
3,Chandler," Okay, well tonight’s the big night."
4,Phoebe, Yeah!
5,Joey," Okay listen, how are you gonna ask her?"
6,Chandler," It is going to be perfect. I am taking her to her favorite restaurant.
I’m going to get her a bottle of the champagne that she really loves; therefore knows
how expensive it is. Then when the glasses are full, instead of proposing a toast I’m
just gonna propose."
7,Rachel, Ohh…
8,Joey, That sounds perfect!
9,Chandler, Yeah.
10,Joey, You’re gonna mess it up let me do it.
11,Chandler, I’m not gonna mess it up.
12,Phoebe," If she says no, can I have the ring?"
13,Chandler, She’s not gonna say no.
14,Phoebe, If!
15,Monica, (entering) Hey!
16,Ross, Hey!
18,Chandler, Hey!
19,Phoebe, (with her mouthful) Hi Monica.
21,Chandler, (To Phoebe) Give me it!
22,Phoebe, It’s gone.
23,Chandler, Phoebe!
25,Joey, Hey!
26,Chandler, (with his mouthful) Hi Monica.
28,Phoebe," (To Chandler) We’re practically kissing. (Makes a kissy face and
winks at him.)"
31,Rachel, (entering) Hey!
32,Chandler, Hey!
33,Joey, Hey Rach!
34,Rachel," Are any of you guys free tonight? My boss is hosting this charity event
for underprivileged kids and the more people I bring, the better I look. So, Monica?
Chandler?"
35,Chandler," (glaring at her) Well, Monica and Chandler can’t go. We’re
going to dinner remember?!"
36,Rachel," Oh my God, I’m so sorry."
37,Monica, What’s the big deal?
